SMILES,148_KAG,290_KBA,178_KAA,154_KAN,212_KAL,342_KAI,104_KAF,260_KAF,140_KAC,168_KAK,314_KAF,340_KAH,22_KAI,156_KAE,80_KAD,92_KAM,222_KAV,210_KAF,216_KAA,204_KAM,296_KAW,220_KAH,286_KAM,200_KAR,134_KAC,216_KAN,134_KAH,322_KAK,72_KAI,182_KAD,304_KAQ,140_KAD,268_KAL,192_KAO,284_KAJ,310_KAQ,58_KAF,8_KAI,34_KAS,56_KAS,22_KAJ
Cc1c(oc2cccc(c12)OCCCNCc1cccnc1)C(=O)c1ccccn1,-7.7,-6.9,-6.9,-5.7,-5.5,-5.4,-6.7,-6.6,-5.3,-5.5,-6.4,-6.4,-7.8,-6.7,-5.6,-5.7,-6.1,-7.4,-7.1,-4.8,-7.4,-5.5,-5.5,-6.9,-7.3,-7.4,-7.3,-6.0,-6.6,-7.0,-6.9,-5.8,-7.1,-8.1,-5.6,-7.5,-7.1,-6.3,-5.6,-6.9,-5.8
O=c1c2c([nH]c3cc(Cl)cc(Cl)c13)CCCC2,-7.8,-7.0,-6.7,-6.0,-6.1,-6.0,-7.1,-6.1,-6.4,-5.8,-6.3,-6.2,-7.3,-6.6,-5.6,-5.8,-6.4,-7.5,-7.0,-5.5,-7.7,-6.1,-5.5,-7.4,-6.8,-6.2,-7.4,-5.8,-6.5,-6.7,-6.9,-6.4,-6.6,-8.5,-5.6,-7.1,-6.6,-6.9,-6.0,-6.7,-6.8
C(=C\1/S/C(=N\Cc2ccccc2)/NC1=O)\c1cc(c(cc1)O)OCC,-7.8,-7.1,-6.5,-5.9,-6.2,-6.2,-7.8,-6.8,-6.7,-6.2,-6.7,-6.4,-6.8,-6.5,-5.9,-6.1,-6.6,-7.9,-7.7,-5.6,-8.0,-5.8,-6.1,-6.1,-6.7,-6.9,-7.6,-6.0,-6.7,-6.9,-6.8,-6.8,-6.7,-8.3,-5.9,-7.2,-7.1,-6.8,-6.1,-6.6,-6.9
N1(C(=O)[C@@H]([C@@H]2C(=O)Nc3ccccc23)c2ccccc12)CCc1ccc(C)cc1,-9.9,-8.9,-7.5,-7.3,-9.0,-7.1,-9.7,-8.1,-7.4,-7.4,-8.4,-8.3,-8.8,-8.3,-7.9,-8.2,-8.0,-10.4,-9.7,-6.5,-10.3,-7.5,-8.2,-8.2,-8.3,-8.4,-9.5,-7.7,-8.9,-9.4,-9.2,-7.8,-8.9,-10.7,-7.2,-8.1,-8.6,-7.9,-7.9,-8.3,-8.2
c1(ccc(cc1)NC(=O)c1ccc(cc1)C(F)(F)F)CNc1nc(NC)nc2c1cccc2,-9.6,-8.3,-7.5,-7.3,-7.3,-8.0,-9.0,-7.9,-8.0,-8.0,-8.1,-7.9,-8.2,-7.7,-7.3,-7.4,-8.0,-9.8,-9.9,-6.2,-9.7,-6.8,-7.4,-7.4,-7.7,-8.3,-8.8,-7.6,-8.5,-9.0,-8.0,-7.5,-8.1,-10.3,-7.3,-9.0,-8.7,-8.5,-7.6,-8.1,-8.3
C(CCCCNCC(F)(F)F)CCCCCCCCCCC,-5.4,-4.6,-5.0,-4.0,-4.3,-4.2,-5.6,-4.4,-4.7,-3.8,-4.2,-4.4,-5.0,-4.6,-3.6,-4.6,-4.3,-5.0,-5.1,-3.6,-5.3,-3.7,-4.1,-4.9,-4.1,-5.1,-4.7,-3.7,-4.6,-4.8,-4.8,-5.4,-4.5,-5.6,-3.6,-4.9,-4.9,-5.5,-4.0,-4.9,-4.0
n1(nc(cc1[C@@H]1[C@H]2COC[C@@H]12)c1cnc2[nH]cc(F)c2c1)C(C)C,-8.4,-7.6,-6.7,-6.0,-6.8,-6.8,-7.5,-7.1,-6.4,-6.3,-6.7,-6.5,-7.6,-7.3,-6.0,-6.7,-7.2,-8.5,-7.8,-5.3,-8.2,-6.3,-6.3,-6.8,-7.1,-7.1,-7.6,-6.5,-6.8,-7.4,-7.2,-6.7,-7.1,-8.5,-6.4,-7.6,-7.2,-7.1,-6.3,-7.5,-7.2
N(CCN)(CCCl)CCCl,-3.7,-3.7,-3.8,-3.6,-3.6,-3.4,-3.6,-3.1,-3.4,-3.2,-3.3,-3.1,-4.0,-3.7,-3.1,-2.9,-3.3,-3.5,-3.9,-3.7,-3.8,-3.2,-3.0,-4.3,-3.5,-3.6,-3.6,-3.2,-3.2,-3.9,-4.0,-3.3,-3.6,-4.1,-2.9,-4.0,-3.7,-3.8,-3.5,-3.6,-3.7
c1(cn(nn1)[C@@H](C)c1ccccc1F)C(=O)NCCOC,-6.9,-6.3,-6.4,-5.5,-5.9,-5.6,-6.7,-5.5,-5.4,-5.4,-5.6,-5.3,-6.0,-5.9,-5.2,-5.3,-5.7,-6.9,-6.3,-4.6,-6.8,-5.5,-5.3,-6.5,-6.2,-6.1,-6.3,-5.1,-5.9,-6.4,-6.0,-5.9,-6.4,-7.4,-5.1,-6.7,-5.6,-5.8,-5.3,-6.1,-5.8
O=C(NCc1ccc(Cl)cc1Cl)Cc1ccccc1N(=O)=O,-7.4,-6.9,-6.5,-5.7,-6.2,-5.8,-7.4,-6.2,-5.9,-6.2,-5.9,-6.0,-7.5,-6.7,-5.4,-5.9,-6.8,-7.2,-7.4,-5.1,-7.3,-5.8,-5.9,-6.4,-6.3,-6.2,-6.8,-5.5,-6.2,-6.8,-6.6,-5.8,-6.8,-8.0,-5.2,-6.7,-6.2,-6.2,-5.6,-6.9,-6.5
[C@H]1(C[C@@H]2c3ccccc3[C@H]1c1ccccc21)C(=O)N[C@@H](C(=O)O)CC(C)C,-9.5,-7.6,-6.7,-6.4,-5.6,-5.6,-7.1,-6.5,-6.8,-7.4,-6.7,-6.7,-6.0,-8.0,-7.0,-6.5,-7.1,-8.4,-8.8,-6.2,-8.3,-6.0,-6.8,-6.6,-6.7,-7.2,-7.3,-6.6,-7.2,-7.2,-7.9,-6.0,-8.7,-8.4,-6.0,-7.2,-8.1,-6.9,-6.2,-7.4,-6.8
O=C(Nc1ccc(cc1)O)c1ccccc1Cl,-7.0,-6.5,-5.8,-5.4,-5.8,-6.6,-6.8,-5.7,-6.2,-5.5,-5.7,-5.6,-6.7,-6.3,-5.2,-5.4,-6.2,-7.1,-6.9,-5.0,-7.2,-5.2,-5.3,-6.8,-6.2,-5.9,-6.4,-5.6,-5.9,-6.5,-6.0,-6.2,-5.8,-7.2,-5.1,-6.5,-5.9,-6.0,-6.0,-6.1,-6.1
c1(nnc(o1)c1ccc(cc1)c1ccccc1)CCC(=O)N(C)CC(=O)OCC,-7.4,-7.2,-6.8,-6.4,-6.6,-6.3,-7.4,-6.6,-6.3,-6.3,-6.7,-6.6,-7.3,-6.3,-5.9,-6.1,-6.4,-8.0,-7.7,-4.8,-7.8,-5.9,-6.3,-6.3,-6.8,-7.1,-7.3,-6.1,-6.8,-7.6,-6.6,-6.3,-6.7,-8.5,-5.7,-6.5,-6.9,-6.6,-5.9,-6.5,-6.8
n1(c(=O)n(C(=O)NC2CCN(C)CC2)c2ccccc12)C(C)C,-8.2,-7.3,-6.1,-5.7,-6.7,-6.3,-7.1,-6.6,-5.9,-6.5,-6.6,-6.6,-7.2,-6.1,-5.8,-6.2,-6.5,-7.8,-7.4,-5.3,-8.0,-6.1,-6.1,-6.8,-6.6,-6.7,-7.7,-5.9,-7.0,-8.0,-6.5,-5.9,-6.6,-7.9,-5.8,-7.5,-6.9,-6.7,-6.2,-7.1,-7.4
c1(cnc2ccc(cc2c1O)S(=O)(=O)N1CCOCC1)C(=O)NCCN1CCOCC1,-8.1,-7.5,-6.4,-6.6,-7.1,-7.1,-7.7,-7.0,-6.8,-7.5,-7.4,-6.6,-7.6,-6.6,-6.7,-6.1,-7.0,-7.7,-8.0,-5.8,-8.3,-6.7,-6.5,-6.5,-7.5,-7.2,-7.8,-6.7,-7.2,-7.9,-7.2,-7.6,-7.2,-8.6,-6.6,-8.0,-7.6,-7.4,-6.2,-7.2,-7.6
c1(ccc(cc1c1c(C)cccc1C)c1nc(C)c(C)[nH]1)OC,-8.1,-7.2,-6.2,-5.9,-6.1,-6.5,-7.1,-6.7,-6.6,-6.2,-6.7,-6.2,-6.1,-6.2,-6.3,-6.6,-7.0,-7.8,-7.7,-5.9,-8.4,-6.4,-6.7,-6.4,-6.6,-6.9,-7.3,-6.2,-6.8,-7.4,-6.8,-6.5,-7.6,-8.5,-6.4,-6.8,-6.6,-6.8,-6.6,-7.5,-7.2
Cc1ccc2nc(C)cc(c2c1)NCCO,-6.6,-6.1,-6.0,-5.6,-5.4,-5.5,-6.5,-5.5,-5.5,-5.3,-5.6,-5.6,-6.3,-6.0,-5.1,-5.1,-5.9,-6.5,-6.8,-5.1,-6.4,-5.1,-5.1,-6.3,-6.0,-5.6,-6.4,-4.9,-5.8,-5.9,-7.0,-5.7,-5.4,-7.1,-4.6,-6.9,-5.9,-6.1,-5.4,-6.0,-6.1
C[C@@]12C=CC(=O)C=C1C[C@@H]([C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12)c1ccccc1,-9.2,-9.7,-8.6,-8.3,-7.2,-6.5,-9.0,-8.1,-7.3,-7.1,-7.6,-7.4,-8.5,-8.4,-7.5,-9.0,-7.5,-10.6,-9.6,-6.0,-10.2,-6.4,-7.9,-5.4,-7.1,-8.0,-8.5,-6.9,-9.3,-8.3,-9.0,-8.1,-10.0,-10.9,-7.0,-6.8,-7.0,-8.0,-7.6,-7.5,-8.8
[C@H]1(CC[C@@H](CC1)C(=O)Nc1ccn(n1)c1ccccc1F)NC(=O)c1cccc(Cl)n1,-9.3,-8.5,-7.0,-6.9,-7.0,-7.1,-8.7,-8.1,-8.1,-8.2,-8.2,-7.9,-8.0,-7.7,-7.2,-6.8,-7.7,-9.5,-9.2,-6.7,-9.4,-6.3,-7.9,-6.7,-8.6,-8.5,-8.8,-7.8,-8.4,-8.5,-8.5,-7.2,-8.3,-9.7,-7.3,-9.1,-8.2,-7.6,-7.3,-7.7,-8.3
Cn1c(nnc1SCC(=O)N1C=CN(CC1)c1ccccc1)CNC(=O)c1ccccc1,-8.2,-7.4,-7.2,-5.8,-7.3,-6.7,-8.2,-6.5,-7.6,-5.9,-6.3,-6.8,-8.5,-5.8,-5.4,-5.8,-6.4,-8.8,-8.8,-4.9,-9.3,-7.0,-5.7,-6.7,-7.8,-6.9,-8.7,-7.0,-7.2,-7.7,-6.8,-7.5,-6.5,-9.3,-5.7,-8.1,-7.9,-8.5,-7.3,-6.5,-7.3
N(C(=O)N1CCN2C(=O)OC[C@@H]2C1)C(C)C,-6.0,-5.8,-4.8,-4.6,-5.5,-5.2,-5.8,-5.4,-5.0,-5.2,-5.2,-4.8,-5.8,-5.2,-4.6,-4.5,-5.1,-5.6,-5.7,-4.3,-6.0,-4.9,-4.6,-5.8,-5.0,-5.3,-5.7,-4.6,-5.1,-5.8,-5.5,-4.7,-5.2,-6.4,-4.8,-6.4,-5.2,-5.2,-4.8,-5.5,-5.5
[C@]12([C@H]([C@]1(O)C2=O)c1ccc(C)cc1)NCCOC,-6.3,-6.1,-5.5,-5.4,-5.2,-5.4,-6.3,-5.6,-5.1,-5.0,-5.3,-5.2,-6.1,-5.6,-4.6,-5.3,-5.4,-6.2,-6.4,-5.0,-6.5,-5.5,-5.3,-6.1,-6.0,-5.7,-6.0,-5.4,-5.7,-5.7,-6.1,-5.6,-5.7,-6.9,-4.5,-6.4,-5.8,-5.9,-5.2,-5.8,-5.9
[C@@H](NC(=O)OC(C)C)(C(=O)NCCc1c[nH]c2ccccc12)Cc1c[nH]c2ccccc12,-8.8,-8.1,-7.7,-6.7,-7.5,-6.3,-8.5,-6.9,-7.4,-7.1,-7.0,-7.2,-8.1,-8.0,-6.7,-7.4,-7.6,-9.4,-8.1,-5.5,-9.0,-7.1,-6.4,-6.3,-8.3,-7.1,-8.1,-6.7,-7.8,-7.8,-7.3,-6.9,-8.1,-9.1,-6.5,-8.5,-7.1,-8.2,-6.4,-7.3,-7.1
c1(cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)c1nc(C)on1,-7.6,-6.8,-6.1,-5.7,-6.0,-6.1,-6.3,-6.1,-6.2,-5.6,-5.7,-6.0,-6.1,-6.6,-5.5,-6.1,-6.5,-7.6,-7.0,-5.1,-8.0,-5.5,-5.4,-5.6,-5.9,-6.1,-6.7,-5.5,-6.4,-6.2,-6.3,-6.2,-6.6,-7.5,-5.4,-6.9,-6.4,-6.1,-5.9,-6.2,-6.2
O=C(NCc1ccc(Cl)c(Cl)c1)c1cccnc1,-6.9,-6.2,-6.2,-5.8,-6.0,-6.2,-7.0,-6.3,-5.6,-5.7,-5.8,-5.6,-6.3,-6.1,-5.3,-5.6,-6.1,-7.3,-6.7,-5.1,-6.9,-5.7,-5.5,-6.7,-6.3,-6.2,-6.4,-5.6,-5.9,-6.7,-6.2,-6.5,-6.3,-7.4,-5.1,-6.7,-6.3,-7.0,-5.5,-6.0,-6.1
N(C)(C(=O)c1ccc(C)c(c1)S(=O)(=O)N1CCCCC1)CC(=O)Nc1ccc(cc1)OC,-7.9,-7.6,-7.1,-6.5,-6.9,-6.2,-8.2,-7.4,-6.5,-6.6,-7.7,-6.5,-7.6,-6.7,-6.7,-6.5,-6.7,-8.2,-7.8,-5.1,-8.5,-6.2,-6.0,-6.5,-6.7,-7.5,-7.9,-6.2,-7.3,-8.8,-7.6,-5.9,-7.3,-8.8,-6.0,-7.7,-7.6,-7.1,-6.2,-6.8,-7.4
N(S(=O)(=O)c1ccc(C)cc1)Cc1ccc2c(c1)cc(C)n2C,-8.3,-7.5,-6.9,-6.1,-6.8,-6.4,-8.1,-6.6,-6.4,-6.8,-6.7,-6.5,-7.4,-7.3,-6.0,-6.4,-7.2,-8.7,-7.8,-5.7,-8.6,-6.5,-6.5,-7.2,-7.4,-7.3,-7.7,-6.3,-7.0,-7.3,-7.3,-6.4,-6.9,-8.9,-5.6,-7.7,-7.0,-6.7,-6.2,-6.6,-7.4
[C@H]1(CN(Cc2ccccc2O1)CCNC(=O)c1cnsn1)c1c(cccc1)OC,-8.6,-7.8,-6.7,-6.5,-6.6,-6.8,-8.3,-6.8,-6.6,-7.1,-6.9,-7.4,-7.8,-6.7,-6.6,-6.7,-7.2,-8.6,-7.9,-5.8,-8.6,-6.4,-7.0,-5.6,-7.5,-7.1,-8.2,-6.4,-7.0,-7.6,-7.5,-6.6,-7.0,-8.4,-6.3,-7.7,-7.2,-7.4,-6.7,-7.1,-7.8
c1(ccc(nc1)NC(=O)C1CCCCC1)NC(=O)c1ccc(cc1)OC,-7.5,-6.8,-6.4,-6.1,-6.6,-6.7,-7.6,-6.7,-6.3,-6.5,-7.1,-6.5,-6.9,-6.3,-6.4,-6.2,-6.9,-7.8,-7.9,-5.0,-8.5,-5.5,-6.2,-6.0,-7.4,-6.8,-7.7,-6.3,-6.7,-7.5,-6.7,-5.9,-6.5,-8.6,-6.1,-7.5,-6.8,-7.3,-6.4,-6.8,-6.7
c1(ccccc1OCc1ccc(Br)cc1)C(=O)N/N=C/c1ccco1,-7.9,-7.3,-6.9,-6.4,-6.3,-5.8,-7.5,-7.1,-6.3,-6.7,-6.4,-6.1,-7.2,-6.4,-6.1,-6.0,-6.2,-8.1,-7.3,-5.1,-8.0,-5.9,-6.4,-6.4,-6.8,-6.8,-7.4,-6.0,-6.8,-7.4,-6.7,-6.4,-7.0,-7.8,-5.4,-8.0,-7.1,-7.3,-5.7,-6.7,-6.8
C(Oc1ccc(C)cc1)CN(C)Cc1cscn1,-6.0,-5.3,-5.2,-4.6,-5.2,-5.0,-5.7,-5.0,-4.7,-4.5,-5.1,-4.8,-5.4,-5.2,-4.4,-4.5,-4.9,-6.0,-5.7,-4.1,-6.0,-4.7,-4.7,-5.5,-5.2,-5.1,-5.4,-4.4,-4.9,-5.3,-5.4,-5.1,-5.3,-6.1,-4.1,-5.6,-5.3,-5.8,-4.7,-5.0,-5.4
c1(nc(c2cc3c(cc2n1)OCO3)O)c1cccc(c1)OC,-7.9,-7.4,-6.4,-6.5,-7.0,-7.6,-7.8,-6.6,-6.4,-6.7,-6.8,-6.5,-7.2,-6.6,-6.3,-6.3,-6.7,-8.2,-7.5,-5.7,-7.9,-6.4,-6.5,-7.4,-6.7,-7.0,-7.9,-6.3,-7.0,-7.4,-7.6,-6.4,-7.0,-8.6,-6.0,-7.6,-6.9,-7.7,-6.4,-7.0,-7.3
C1(=C(C)N(/C(=C/c2cccs2)/C1=O)c1ccc(C)cc1)C(=O)OC,-7.8,-7.2,-5.5,-5.4,-5.8,-5.7,-6.8,-6.1,-6.1,-5.9,-6.1,-6.3,-6.1,-5.7,-5.8,-5.5,-6.3,-7.5,-7.0,-5.1,-7.1,-5.3,-5.8,-6.5,-6.0,-6.4,-7.0,-5.4,-6.6,-6.8,-6.2,-6.1,-7.0,-7.7,-5.5,-6.4,-6.6,-6.4,-5.7,-6.2,-6.4
N(S(=O)(=O)CCOC)([C@H](C)C(=O)OC)Cc1ccc(Br)cc1,-5.8,-5.6,-4.7,-4.5,-4.6,-4.7,-5.4,-5.3,-4.4,-4.5,-4.7,-4.5,-4.7,-4.9,-4.4,-4.4,-5.0,-6.0,-5.7,-3.7,-5.9,-4.3,-4.7,-4.8,-4.8,-5.0,-5.2,-4.2,-5.2,-5.3,-5.5,-4.5,-5.2,-6.4,-4.2,-5.6,-5.1,-4.9,-4.5,-5.4,-5.4
[C@@H](c1ccc2c(c1)OCO2)(c1ccc2c(c1)OCO2)N1[C@@H](CCC1=O)C(=O)OC,-8.0,-7.9,-6.5,-6.3,-6.1,-5.9,-7.4,-7.3,-6.6,-6.3,-7.1,-6.4,-6.5,-6.6,-6.6,-6.9,-6.6,-7.9,-8.2,-5.1,-8.6,-6.2,-6.4,-6.3,-6.4,-6.6,-7.3,-5.8,-7.4,-7.6,-7.3,-6.6,-7.8,-8.2,-6.2,-7.8,-7.5,-6.9,-6.2,-7.3,-7.8
C(=O)(Nc1ccc(cc1)N1CCNCC1)c1sc2n(nc(C)c2c1)C1CCCCC1,-7.9,-7.6,-6.2,-6.5,-7.0,-7.2,-8.0,-7.2,-7.1,-7.2,-7.4,-7.1,-7.4,-6.8,-6.5,-7.1,-7.0,-8.4,-8.6,-5.4,-9.0,-6.4,-6.7,-5.8,-6.8,-7.9,-8.4,-6.7,-7.6,-8.7,-7.2,-6.0,-7.0,-9.5,-6.6,-7.6,-7.5,-7.4,-6.9,-7.1,-7.3
c1(c[nH]c2ncnc(c12)OCC(C)C)/C=C\C(=N\CC)\O,-6.7,-6.4,-6.2,-5.5,-6.2,-5.6,-6.5,-5.5,-5.5,-5.1,-5.8,-5.3,-6.9,-6.0,-5.3,-5.6,-5.7,-6.8,-6.6,-4.5,-6.9,-5.3,-5.1,-6.2,-5.6,-5.8,-6.6,-5.0,-5.8,-6.7,-6.2,-5.6,-5.7,-7.1,-5.1,-6.5,-6.2,-5.9,-5.3,-6.2,-6.1
N(C(=O)n1cccn1)Cc1ccc(C)cc1,-6.5,-6.2,-6.5,-5.8,-5.8,-6.0,-6.8,-6.0,-5.4,-5.9,-5.6,-5.6,-6.3,-5.8,-5.1,-5.1,-5.6,-6.7,-6.1,-4.9,-6.6,-5.5,-5.2,-6.7,-6.0,-6.0,-6.2,-5.1,-5.7,-6.5,-6.1,-5.7,-6.1,-7.1,-4.8,-6.3,-6.0,-6.9,-5.4,-5.8,-6.0
c1(ccccc1O[C@H]1O[C@H]([C@H]([C@@H]([C@H]1O)O)O)CO)c1ccc(cc1)C(=O)O,-8.1,-8.1,-6.2,-5.9,-6.3,-6.5,-7.5,-6.6,-7.2,-6.7,-7.1,-6.3,-6.8,-7.0,-6.0,-6.5,-6.7,-7.6,-7.5,-5.8,-7.9,-6.2,-6.4,-6.3,-6.5,-6.8,-7.4,-6.0,-7.0,-7.6,-7.1,-6.5,-7.1,-8.0,-6.5,-7.1,-7.0,-6.6,-6.3,-6.8,-7.4
CN(c1cccc(Cl)c1)Nc1cccc(Cl)c1,-6.9,-6.2,-6.7,-5.5,-6.0,-6.0,-6.8,-5.7,-5.3,-5.2,-5.6,-5.5,-6.6,-6.2,-5.0,-5.8,-5.9,-7.0,-6.5,-5.0,-7.0,-5.2,-5.4,-6.7,-6.3,-5.8,-6.5,-5.1,-6.1,-6.4,-6.0,-5.8,-5.9,-7.6,-4.9,-6.6,-6.1,-5.8,-5.8,-6.2,-5.9
N1(C(=O)c2cccc(c2C1=O)O)c1c(C)cccc1C,-7.4,-7.4,-6.0,-5.6,-5.9,-5.9,-7.2,-6.4,-5.8,-6.4,-6.5,-5.7,-5.8,-6.6,-5.7,-6.5,-6.2,-6.9,-7.4,-5.5,-7.4,-6.1,-6.2,-6.9,-6.0,-6.7,-6.9,-5.6,-6.6,-7.1,-6.9,-5.7,-6.6,-8.4,-5.6,-6.4,-6.4,-6.0,-5.8,-6.8,-6.8
N(c1nccc2cc(C)c(=O)[nH]c12)C1CCN(CC1)CCOC,-7.4,-6.8,-5.9,-5.5,-6.1,-6.3,-7.1,-6.2,-6.6,-6.0,-6.4,-6.1,-6.5,-5.9,-5.5,-5.6,-5.9,-7.2,-6.8,-5.2,-7.4,-6.1,-5.8,-6.7,-6.3,-6.4,-6.8,-5.5,-6.1,-6.4,-6.0,-6.6,-6.1,-7.6,-5.9,-7.6,-6.5,-6.6,-5.7,-6.6,-6.7
N(C(=O)c1ccc(cc1)Oc1ccccc1)(c1ncc(s1)C(=O)O)[C@@H]1[C@H](C)CCCC1,-7.9,-7.6,-6.2,-6.9,-6.5,-5.6,-8.1,-7.2,-6.8,-7.5,-6.8,-6.6,-7.0,-7.2,-6.3,-6.6,-6.8,-9.0,-8.6,-5.4,-9.6,-6.6,-6.9,-5.8,-6.7,-7.5,-7.8,-6.3,-7.7,-8.0,-7.6,-6.4,-7.4,-9.1,-6.5,-7.3,-7.4,-8.1,-7.3,-7.3,-7.9
[C@@H]1([C@H]([C@@H]2C(C)(C)CC[C@H]([C@]2(C)[C@@]2(C(=O)C[C@@](C)(O[C@]12C)[C@H]1CO1)O)O)O)OC(=O)C,-7.0,-7.1,-6.1,-6.1,-5.8,-5.9,-7.3,-5.9,-6.0,-6.7,-6.2,-6.2,-5.7,-5.9,-5.9,-5.6,-5.5,-7.7,-7.5,-5.4,-8.1,-5.9,-6.5,-4.5,-5.6,-5.9,-5.8,-5.3,-6.7,-7.7,-6.4,-5.6,-7.1,-7.4,-6.3,-6.0,-5.7,-6.6,-5.4,-6.4,-6.4
N(C)(Cc1nc(NC(=O)C)sc1)C[C@@H]1CCCN1c1cccnn1,-7.7,-6.5,-6.1,-5.8,-6.1,-6.1,-7.3,-5.7,-6.0,-6.1,-6.2,-6.3,-6.5,-6.4,-5.2,-5.3,-6.3,-7.3,-6.4,-5.3,-7.2,-5.3,-5.1,-5.3,-6.3,-5.9,-6.8,-4.7,-6.1,-6.9,-5.7,-5.8,-5.6,-7.4,-5.2,-7.0,-6.1,-6.4,-5.7,-6.9,-6.8
c1(cc2c(c3c1CCC3=O)C[C@]1(Cc3ccc(C)cc3C1)C2)CC,-9.2,-8.7,-7.4,-6.7,-7.1,-7.0,-8.8,-8.0,-7.5,-7.2,-7.8,-7.7,-7.3,-7.5,-6.7,-8.1,-8.0,-9.9,-9.4,-6.3,-10.4,-6.6,-7.5,-6.0,-7.0,-7.9,-8.7,-7.0,-8.8,-7.9,-8.3,-6.9,-8.7,-10.4,-6.8,-8.1,-8.6,-7.7,-7.2,-7.7,-7.8
[C@@H]1(O[C@@H]([C@H]([C@@H]1O)O)n1cnc2c(ncnc12)N)CS[C@@H]1CN(C)[C@@H](C1)C(=O)O,-7.5,-6.8,-5.3,-6.0,-6.1,-6.7,-7.0,-6.7,-6.4,-6.8,-6.9,-6.2,-7.3,-6.4,-6.2,-5.6,-6.2,-6.6,-7.4,-5.2,-7.5,-6.6,-5.5,-6.2,-7.0,-6.8,-7.0,-5.9,-6.6,-7.0,-7.1,-5.8,-6.2,-7.7,-6.0,-7.6,-6.7,-6.2,-6.2,-6.5,-7.4
C(CCCCCNc1c2ccc(Cl)cc2ncc1)CCCCCCNc1ccnc2cc(Cl)ccc12,-7.4,-6.4,-7.0,-4.9,-6.5,-4.7,-7.7,-7.0,-5.9,-5.2,-6.0,-6.1,-7.2,-6.2,-5.9,-6.5,-5.7,-7.6,-7.7,-4.2,-7.0,-5.4,-5.7,-6.4,-7.0,-5.7,-7.1,-5.4,-6.0,-6.6,-6.6,-5.6,-6.9,-7.7,-5.5,-7.0,-7.1,-6.4,-4.8,-6.8,-6.6
c1(ncc(c(n1)O)Cc1ccc2c(c1)OCO2)O,-6.9,-6.6,-6.4,-5.6,-6.1,-6.0,-6.7,-5.9,-6.2,-5.9,-5.9,-5.6,-6.3,-6.2,-5.4,-5.5,-5.7,-7.0,-6.8,-5.1,-6.6,-5.5,-5.3,-6.9,-6.4,-5.9,-6.6,-5.6,-5.9,-6.8,-6.6,-6.2,-5.8,-7.3,-5.2,-6.6,-6.4,-6.5,-5.5,-6.6,-6.6
c1(cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2P(=O)(C)C)n1)N1CC[C@@H](CC1)N1CCN(C)CC1)OC,-8.4,-7.7,-6.0,-6.6,-7.0,-6.6,-9.4,-8.3,-7.3,-7.5,-8.0,-6.9,-8.5,-7.4,-6.8,-6.7,-7.6,-9.2,-9.7,-6.4,-9.4,-6.5,-7.8,-5.4,-9.3,-7.7,-9.6,-6.9,-7.9,-8.4,-8.8,-7.0,-7.4,-9.2,-7.4,-8.3,-8.0,-7.6,-6.7,-7.2,-8.1
c1(ccc2cccc(c2n1)OCCN)c1n2ccc(cc2nc1)OCCOC,-7.4,-6.7,-6.4,-5.8,-6.3,-6.1,-7.1,-6.3,-6.1,-6.1,-6.7,-6.3,-7.1,-6.0,-5.8,-6.0,-5.9,-7.0,-7.5,-5.5,-7.2,-6.1,-6.0,-5.8,-6.4,-6.4,-7.2,-5.6,-6.5,-7.7,-6.7,-5.8,-6.4,-7.9,-5.8,-7.2,-6.8,-6.2,-6.3,-6.6,-6.4
n1(c(=O)[nH]c2c(=O)oc3ccc(cc3c12)c1ccc(cc1)O)c1ccc(cc1)CC#N,-9.0,-8.2,-6.9,-7.1,-6.7,-5.9,-8.2,-7.5,-6.9,-7.0,-7.2,-7.5,-8.7,-7.5,-6.9,-6.7,-7.6,-9.9,-8.7,-5.9,-9.1,-6.8,-7.2,-6.1,-6.7,-7.4,-7.8,-6.5,-8.5,-7.8,-8.1,-6.8,-8.1,-8.7,-6.8,-7.0,-8.6,-7.7,-6.8,-8.0,-7.8
c1(cc([nH]n1)C(F)(F)C(F)F)c1c(cccc1)O,-7.0,-6.9,-6.9,-6.0,-7.2,-6.3,-7.1,-5.8,-5.9,-5.9,-6.0,-6.1,-6.7,-6.3,-5.5,-6.0,-6.1,-7.4,-6.9,-5.4,-7.0,-5.9,-5.6,-7.1,-6.7,-6.2,-6.8,-5.9,-6.1,-6.6,-6.6,-5.9,-6.1,-7.5,-5.2,-6.9,-6.2,-6.6,-6.1,-6.3,-6.3
c1(ccc2c(c1)[C@@H]1c3cc(ccc3[C@H](C2)N([C@@H]1C)CC1CC1)OC)OC,-7.7,-7.5,-7.9,-6.3,-6.3,-6.6,-7.0,-6.9,-6.3,-5.8,-6.6,-5.9,-6.2,-6.6,-6.1,-6.7,-6.4,-8.0,-8.4,-4.9,-8.2,-5.9,-6.6,-4.8,-6.2,-7.0,-7.2,-5.7,-7.0,-7.1,-7.3,-6.3,-7.9,-8.0,-6.0,-6.4,-7.0,-6.8,-5.8,-7.3,-7.1
