SMILES,148_KAG,290_KBA,178_KAA,154_KAN,212_KAL,342_KAI,104_KAF,260_KAF,140_KAC,168_KAK,314_KAF,340_KAH,22_KAI,156_KAE,80_KAD,92_KAM,222_KAV,210_KAF,216_KAA,204_KAM,296_KAW,220_KAH,286_KAM,200_KAR,134_KAC,216_KAN,134_KAH,322_KAK,72_KAI,182_KAD,304_KAQ,140_KAD,268_KAL,192_KAO,284_KAJ,310_KAQ,58_KAF,8_KAI,34_KAS,56_KAS,22_KAJ
c1(oc(nc1c1ccccc1)c1ccccc1)NC(=O)c1cccs1,-8.8,-8.0,-6.7,-6.3,-6.5,-6.3,-8.6,-7.4,-6.8,-6.6,-6.7,-6.9,-7.6,-6.6,-6.3,-6.5,-7.4,-8.9,-8.0,-5.5,-8.4,-6.3,-6.7,-7.9,-7.7,-7.8,-7.8,-6.3,-7.6,-7.4,-7.2,-6.4,-7.7,-8.8,-6.5,-8.4,-7.3,-7.6,-6.4,-7.2,-7.8
Cn1c(N2CCO[C@@H](C2)c2ccc(cc2)C(=O)N2CCCCC2)nc(cc1=O)c1ccncc1F,-9.0,-8.9,-6.9,-7.7,-7.1,-7.5,-7.8,-8.6,-9.1,-8.4,-8.6,-7.6,-8.0,-7.6,-7.1,-7.6,-8.1,-9.6,-9.0,-6.5,-10.0,-6.5,-7.8,-6.6,-8.3,-8.7,-9.4,-7.7,-8.9,-8.8,-9.0,-7.2,-8.2,-10.7,-8.0,-8.4,-8.6,-8.2,-7.9,-8.7,-9.0
c1(ccc(cc1)/C=N\OCc1ccccc1)/C=C\C(=O)NO,-6.7,-6.5,-6.3,-6.7,-5.8,-5.9,-8.1,-6.0,-6.0,-5.6,-6.0,-6.0,-5.4,-6.8,-5.5,-5.5,-6.2,-7.1,-7.7,-6.2,-7.2,-5.5,-5.7,-6.4,-6.0,-6.1,-6.5,-5.4,-6.8,-7.0,-6.9,-6.0,-6.3,-7.8,-5.3,-7.0,-6.4,-6.5,-5.6,-6.8,-6.1
n1(c(=O)n(c(=O)c2cc(c(cc12)OC)OC)C[C@H]1CCCO1)CC(=O)Nc1c(ccc(c1)OC)OC,-7.8,-7.4,-6.0,-5.7,-6.4,-5.2,-6.9,-6.7,-6.2,-6.4,-6.9,-6.2,-7.4,-6.4,-6.1,-6.0,-6.3,-8.1,-7.8,-5.2,-7.8,-6.0,-6.2,-6.2,-6.5,-6.5,-7.6,-5.7,-7.2,-7.3,-7.3,-6.1,-7.1,-7.7,-6.4,-7.4,-7.2,-6.5,-6.2,-6.9,-7.5
C(=O)(CCCCCCCCCCC)OCCCN1C=CCC=C1,-5.3,-4.8,-5.4,-4.7,-4.5,-4.4,-5.4,-4.5,-5.0,-3.7,-4.8,-4.7,-5.2,-4.7,-3.9,-4.5,-4.2,-5.4,-5.3,-3.5,-6.3,-4.1,-4.0,-4.7,-4.9,-5.0,-5.3,-3.9,-4.6,-5.0,-4.7,-5.3,-4.8,-5.9,-3.5,-5.2,-4.9,-5.8,-4.6,-4.9,-4.4
[C@H]1(CC[C@]2([C@H](CC[C@H]3[C@@H]2CC[C@]2(C)[C@H](CC[C@@]32O)C2=CC(=O)OC2)C1)C=O)O[C@H]1O[C@H]([C@H]([C@H]([C@@H]1O)OC)O)C,-8.6,-7.6,-6.3,-6.4,-6.6,-5.1,-7.5,-7.6,-7.4,-7.1,-8.0,-7.6,-6.6,-6.6,-6.6,-6.9,-7.5,-8.6,-9.6,-5.4,-10.1,-6.0,-7.3,-5.2,-7.0,-7.4,-8.0,-6.9,-8.0,-8.7,-7.8,-6.2,-7.6,-8.9,-7.3,-7.0,-7.8,-7.2,-6.7,-7.6,-8.2
[C@H]1(CC[C@H](CC1)CNC(=O)[C@H]1Cc2ccccc2CN1)C(=O)Nc1ccc(C)cc1,-9.6,-8.5,-7.3,-8.1,-7.6,-7.1,-9.3,-8.2,-7.0,-7.4,-7.8,-7.8,-8.4,-7.4,-7.4,-7.0,-7.4,-9.7,-9.5,-6.6,-9.6,-6.3,-7.6,-7.4,-8.1,-8.7,-8.5,-7.8,-8.0,-9.3,-8.2,-7.6,-7.4,-10.2,-7.0,-8.6,-8.6,-8.0,-6.8,-8.1,-8.5
c1(ccc(=O)n(n1)CC(=O)NC[C@H]1COCCO1)c1ccc(C)cc1,-7.7,-7.3,-6.3,-6.1,-6.4,-6.6,-7.4,-7.0,-6.3,-6.6,-6.8,-6.4,-7.4,-7.0,-5.8,-6.6,-6.7,-8.0,-7.3,-5.5,-7.8,-6.6,-6.5,-6.5,-7.1,-7.0,-7.3,-5.7,-6.8,-7.4,-7.1,-6.3,-7.2,-8.2,-5.9,-7.3,-7.3,-7.7,-6.5,-6.8,-7.3
C=C1Oc2cc3c(c(c2C1(C)C)OC)c(=O)c1cc2ccccc2cc1n3C,-10.3,-8.7,-7.5,-7.0,-8.0,-6.1,-8.6,-7.6,-6.8,-7.1,-8.0,-7.8,-8.3,-7.3,-6.8,-7.4,-8.1,-10.1,-9.3,-6.3,-9.4,-7.2,-7.7,-8.7,-7.5,-7.8,-9.2,-7.0,-9.1,-8.8,-8.4,-7.1,-8.1,-10.2,-6.8,-7.0,-8.0,-7.5,-7.3,-8.0,-8.7
C(C(=O)NCCc1ccc(c(c1)O)O)CCCCCCCCCCCCCCCC,-6.1,-5.6,-6.0,-5.6,-4.3,-5.1,-6.4,-5.2,-6.1,-5.1,-4.6,-4.8,-6.0,-5.9,-4.9,-4.7,-5.3,-6.2,-6.2,-4.1,-6.3,-4.8,-4.7,-5.2,-5.8,-5.3,-5.8,-4.8,-5.0,-5.5,-5.9,-6.6,-5.9,-6.2,-4.4,-5.8,-5.7,-5.6,-4.8,-5.8,-4.9
C(=O)(N1CCN(CC1)CCNC(=O)C(=O)Nc1ccc(F)cc1)c1ccc(cc1)C(C)(C)C,-8.9,-7.4,-7.0,-6.8,-7.0,-7.0,-7.8,-7.6,-8.0,-7.2,-7.9,-7.1,-8.4,-6.6,-7.0,-6.8,-6.8,-8.8,-8.1,-6.2,-9.4,-7.1,-7.3,-7.0,-8.6,-7.9,-8.8,-7.2,-7.7,-8.1,-7.9,-7.8,-7.5,-9.1,-6.5,-8.2,-8.6,-7.9,-7.6,-7.7,-8.1
c1(ccc2c(c(ccc2c1)OC)CC)[C@@H]1[C@H]([C@H]2CC[C@@H](C1)N2C)C(=O)CC,-8.4,-7.4,-6.2,-5.9,-7.2,-5.4,-7.0,-7.5,-6.3,-5.9,-7.0,-6.0,-6.5,-6.6,-5.5,-6.8,-6.8,-8.1,-8.3,-4.9,-8.2,-6.3,-6.8,-7.6,-6.2,-6.9,-7.7,-5.9,-7.3,-7.2,-7.1,-6.1,-7.8,-9.2,-6.1,-7.2,-6.8,-6.7,-6.3,-6.7,-7.2
n1(cnc2ccc(cc2c1=O)N1CCN(C)CC1)c1c(C)ccc(c1)C(=O)NCC1CC1,-8.8,-8.7,-7.3,-7.0,-7.1,-6.7,-8.9,-7.5,-7.4,-7.6,-8.2,-7.3,-8.0,-6.8,-7.0,-7.5,-7.6,-9.0,-8.4,-5.6,-9.1,-7.4,-7.4,-6.4,-7.7,-7.8,-8.5,-6.9,-8.0,-8.4,-7.9,-7.5,-7.7,-9.6,-7.0,-8.5,-8.2,-8.2,-6.7,-8.1,-7.8
c1(cc(=O)oc2c1ccc1ccccc21)Nc1c(cccc1)OC,-8.9,-8.0,-7.1,-6.8,-7.5,-7.2,-8.6,-7.5,-6.7,-6.7,-6.9,-7.1,-8.4,-7.1,-6.6,-6.8,-7.4,-8.7,-8.3,-6.0,-8.5,-6.5,-6.5,-7.8,-7.5,-7.5,-7.9,-6.5,-7.7,-7.9,-7.3,-6.8,-7.9,-8.9,-6.2,-8.1,-8.0,-7.4,-6.7,-7.3,-7.6
c1(cccc(c1)NC(=O)Nc1nc2ccccc2[nH]1)c1cccc(c1)S(=O)(=O)NCC(=O)O,-9.3,-8.8,-7.7,-7.7,-8.2,-7.9,-9.8,-8.5,-8.9,-8.4,-8.8,-7.6,-8.8,-8.3,-7.6,-7.5,-7.9,-9.1,-10.0,-6.9,-10.2,-8.1,-8.2,-7.4,-8.9,-8.8,-9.2,-7.8,-8.6,-9.2,-8.9,-8.9,-8.3,-10.4,-7.3,-9.1,-8.3,-8.7,-7.4,-9.0,-8.4
c1(c(F)cc2c(=O)c(cn(c2c1OCC)C1CC1)C(=O)O)N1C=CC[C@@H](C1)CNCC,-7.5,-7.1,-5.9,-5.8,-5.6,-5.2,-7.4,-6.7,-6.3,-6.1,-6.8,-6.3,-6.6,-6.1,-5.6,-6.1,-6.8,-7.7,-7.3,-5.1,-7.3,-5.9,-5.9,-5.7,-6.2,-6.3,-6.7,-5.7,-6.7,-6.9,-6.8,-5.9,-7.0,-7.5,-5.8,-6.9,-6.7,-6.9,-5.9,-6.6,-6.5
c1(ccccc1c1cn2c(csc2n1)CN1CCNCC1)NC(=O)c1ccc(c(c1)OC)OC,-8.3,-7.7,-6.7,-6.6,-6.9,-6.4,-7.8,-7.2,-6.6,-7.0,-7.5,-7.0,-8.3,-6.3,-6.4,-6.5,-7.4,-9.0,-8.6,-5.7,-8.6,-6.5,-6.6,-6.4,-7.8,-7.1,-8.4,-6.5,-7.8,-8.2,-7.9,-6.7,-7.6,-9.0,-6.7,-8.2,-7.5,-7.0,-6.6,-7.3,-7.8
[C@H]1(CN(c2ncc(cc2c2cncnc2)C(=O)Nc2ccc(cc2)OC(F)(F)Cl)C1)N,-7.8,-7.8,-6.2,-6.5,-6.2,-6.7,-7.8,-6.7,-6.9,-7.1,-7.8,-6.7,-7.1,-6.6,-6.1,-6.2,-6.7,-8.1,-8.6,-5.5,-8.2,-6.5,-6.6,-7.0,-7.1,-7.5,-7.5,-6.9,-7.4,-8.3,-6.9,-6.4,-7.0,-8.7,-6.5,-7.8,-7.0,-7.2,-6.9,-6.8,-7.1
N(c1nccc(Nc2ccc3c(c2)CCC3)n1)c1ccncc1,-7.8,-7.2,-7.2,-6.3,-6.5,-7.7,-8.6,-6.8,-7.0,-6.9,-7.1,-7.1,-8.7,-7.4,-6.0,-6.7,-7.0,-8.2,-8.1,-5.4,-8.5,-6.0,-6.3,-6.8,-7.4,-7.5,-8.0,-6.1,-7.0,-7.5,-7.0,-6.2,-7.1,-9.4,-6.2,-7.4,-7.1,-7.3,-6.4,-7.2,-7.1
O=c1c2ccccc2c(nn1c1cc(Cl)cc(Cl)c1)c1ccccc1,-9.2,-8.6,-7.8,-6.4,-6.5,-6.0,-8.2,-7.6,-7.1,-6.9,-7.0,-7.1,-8.5,-7.2,-7.1,-7.6,-8.2,-9.2,-8.3,-5.9,-9.3,-6.3,-6.6,-8.2,-7.1,-8.0,-8.4,-6.9,-8.1,-8.5,-7.8,-7.0,-8.5,-9.3,-6.6,-7.7,-7.4,-7.5,-6.8,-7.5,-7.7
Cn1c2c(c3ccc(cc13)O)C(C)(C)Sc1cc(ccc21)O,-8.3,-7.4,-6.5,-6.4,-6.9,-5.5,-7.2,-7.0,-6.2,-6.4,-7.2,-7.4,-8.3,-6.6,-6.5,-6.6,-6.3,-8.5,-8.0,-5.8,-7.7,-6.1,-6.3,-6.7,-6.4,-6.8,-7.4,-5.9,-7.6,-8.0,-7.4,-6.6,-6.9,-8.5,-6.0,-6.4,-7.2,-6.6,-6.5,-7.4,-7.8
c1(nc2ccc(cc2s1)N(C)C)/C=C/c1ccc(cc1)N(C)C,-6.8,-6.7,-5.7,-5.5,-6.5,-6.4,-6.8,-6.1,-5.8,-6.0,-6.4,-6.1,-6.5,-5.9,-5.4,-5.8,-6.2,-7.5,-7.7,-4.5,-7.6,-5.7,-5.9,-6.0,-6.0,-6.5,-6.8,-5.7,-6.5,-7.1,-6.6,-5.5,-6.3,-8.4,-5.6,-6.9,-6.5,-6.9,-5.8,-5.8,-6.4
c1(nc(oc1NCCCN1CCOCC1)c1ccc(cc1)OCc1ccccc1)CN,-7.5,-6.8,-7.1,-6.4,-6.5,-6.2,-7.7,-6.9,-6.5,-6.2,-6.5,-6.3,-7.5,-6.7,-6.0,-6.0,-6.4,-8.1,-7.8,-5.2,-7.8,-6.2,-6.1,-6.1,-7.5,-7.1,-7.1,-6.3,-6.5,-7.0,-7.1,-7.3,-6.6,-8.5,-5.6,-7.7,-7.4,-7.6,-6.2,-6.7,-7.0
N1(C(=O)c2cccc(c2C1=O)N(=O)=O)CCC(=O)NC1CCCCCC1,-7.7,-7.6,-6.4,-6.3,-6.6,-6.1,-7.7,-6.7,-6.4,-6.1,-7.0,-6.9,-7.3,-6.7,-5.9,-6.1,-6.5,-8.1,-7.8,-5.2,-8.2,-5.6,-6.2,-6.3,-6.6,-7.1,-7.4,-5.6,-6.9,-7.3,-6.9,-6.3,-7.1,-8.6,-6.0,-7.2,-7.0,-6.8,-6.7,-6.8,-6.5
n1(c(ccc1c1ccccc1)CCC(=O)O)CC(=O)Nc1ccc(cc1)OC,-7.6,-7.3,-6.6,-5.8,-6.4,-6.0,-7.0,-7.0,-6.5,-6.3,-6.5,-6.4,-6.8,-6.7,-6.3,-6.9,-6.8,-8.1,-7.6,-5.4,-8.0,-5.8,-6.2,-6.6,-6.4,-7.3,-7.5,-5.9,-6.6,-7.4,-6.8,-6.5,-7.1,-7.9,-5.7,-7.6,-7.7,-6.6,-6.0,-6.9,-7.0
Cn1c(=O)nc2n(c3ccccc3cc2c1=O)Cc1ccccc1,-8.6,-8.3,-7.6,-6.7,-6.5,-6.1,-7.9,-7.2,-7.0,-6.8,-6.9,-7.2,-7.6,-7.4,-6.5,-6.9,-7.2,-8.7,-8.5,-6.2,-9.1,-6.5,-6.6,-6.3,-6.9,-7.0,-8.3,-6.5,-8.2,-8.2,-7.9,-7.0,-8.1,-9.2,-6.2,-7.1,-7.9,-7.0,-6.7,-7.6,-7.4
Cn1c2c(c3cc(ccc13)S(=O)(=O)c1cccc(c1)c1ccccc1)[C@H]1CC[C@@H](C2)N1,-10.4,-9.4,-8.7,-7.8,-8.2,-7.6,-10.7,-8.6,-8.7,-8.4,-8.8,-9.0,-9.2,-8.6,-7.5,-8.7,-8.9,-10.6,-10.6,-6.8,-10.7,-8.0,-8.5,-7.7,-8.6,-9.5,-9.8,-8.1,-9.3,-9.8,-8.9,-8.0,-9.2,-11.4,-7.9,-9.4,-9.2,-9.0,-8.1,-8.6,-9.3
c1(ccc2[nH]cc(c2c1)CCN(C)C)S(=O)(=O)NC,-6.8,-5.9,-5.4,-5.8,-5.5,-5.6,-6.7,-5.6,-5.5,-5.3,-5.5,-5.1,-6.2,-5.6,-4.9,-5.2,-5.7,-6.4,-6.2,-5.5,-6.5,-5.5,-5.2,-6.2,-5.8,-5.8,-6.3,-5.0,-5.7,-6.4,-5.8,-5.4,-5.6,-7.2,-5.0,-6.1,-5.9,-5.9,-5.0,-6.2,-5.8
O(C1=C(C(=O)OC1)c1ccccc1)CCOC(=O)c1ccc(cc1)O,-7.6,-6.8,-6.7,-5.3,-6.6,-5.1,-6.9,-6.4,-5.0,-5.7,-5.3,-5.6,-7.2,-6.6,-5.2,-5.5,-5.4,-6.5,-6.9,-5.3,-8.1,-5.9,-5.6,-6.4,-6.7,-7.0,-6.6,-4.8,-6.3,-7.0,-6.7,-5.1,-6.3,-6.9,-5.0,-7.0,-6.8,-7.0,-6.3,-6.6,-5.9
[C@H]1([C@@H](NS(=O)(=O)[C@H]2C[C@H]3CC[C@@]12O3)Cc1ccccc1)OC(=O)c1c(cccc1)OC,-8.5,-8.5,-6.8,-7.0,-6.5,-5.9,-7.8,-6.8,-6.0,-6.3,-6.9,-6.7,-7.8,-6.6,-6.8,-7.2,-6.9,-8.4,-8.0,-5.9,-9.6,-5.7,-6.3,-6.4,-7.0,-7.7,-7.7,-6.0,-7.7,-8.0,-7.3,-6.8,-7.8,-8.7,-6.2,-6.6,-8.5,-7.2,-6.3,-7.6,-7.6
N(C(=O)c1ccc2oc(nc2c1)C(C)C)Cc1cc(C)n(n1)C,-7.9,-7.0,-7.1,-6.4,-6.6,-6.6,-7.6,-7.1,-6.3,-6.3,-6.9,-6.5,-8.0,-6.6,-6.1,-6.1,-6.5,-8.0,-7.5,-5.6,-7.8,-6.6,-6.0,-7.2,-6.9,-7.1,-7.3,-6.1,-6.4,-7.1,-6.8,-6.8,-6.7,-8.2,-5.9,-7.7,-6.8,-7.4,-6.5,-6.8,-7.0
[C@@H]1(CCCc2c1[nH]c1ccc(Cl)cc21)NC=O,-7.4,-6.7,-6.1,-5.9,-6.0,-6.8,-7.1,-6.1,-6.0,-6.1,-5.8,-5.9,-6.8,-6.3,-5.3,-5.4,-6.3,-7.2,-6.9,-5.3,-7.1,-6.0,-5.3,-7.1,-6.4,-6.0,-6.8,-5.4,-6.1,-6.7,-6.5,-5.7,-6.1,-8.3,-5.5,-7.2,-6.5,-6.9,-5.5,-6.4,-6.9
c1(nc([nH]c1c1cccc(c1OC)OC)SC)c1cc(c(c(c1)OC)OC)OC,-7.2,-6.3,-5.3,-5.5,-5.4,-5.4,-7.1,-6.0,-5.2,-5.5,-5.7,-5.3,-6.0,-5.9,-5.5,-5.4,-5.5,-6.7,-6.5,-4.9,-7.2,-5.0,-5.6,-4.9,-5.7,-6.1,-6.8,-5.5,-6.4,-6.2,-6.4,-5.2,-6.2,-6.8,-5.7,-6.9,-6.1,-6.1,-5.1,-6.1,-6.4
c1(cc2c(cn(c(=O)c2cc1OC)CC(C)C)C(=O)NCCN(C)C)OC,-6.9,-6.6,-6.2,-5.6,-6.0,-5.6,-6.6,-5.9,-5.5,-5.5,-5.7,-5.6,-6.5,-5.9,-5.6,-5.3,-5.9,-6.8,-6.5,-5.0,-6.5,-5.5,-5.4,-5.8,-5.7,-6.3,-6.5,-5.1,-6.2,-5.6,-5.8,-5.8,-6.1,-6.6,-5.5,-5.9,-6.5,-6.0,-5.7,-6.2,-6.3
CN1CCC2(CC1)C(=C(NC(=C2C#N)S)N)C#N,-6.1,-5.9,-5.1,-4.9,-4.9,-5.0,-5.8,-5.0,-4.4,-5.1,-5.3,-4.8,-5.0,-5.1,-4.8,-5.1,-4.8,-5.9,-5.7,-4.1,-5.6,-4.6,-4.9,-4.6,-5.3,-5.0,-5.6,-4.7,-5.4,-6.0,-6.1,-4.8,-5.4,-6.0,-5.1,-5.2,-5.3,-5.2,-4.8,-5.7,-5.8
CC(=O)N1[C@@H](C[C@H]2CN(C(=O)c3ccoc3)CC[C@H]12)CN1CCCC1,-7.2,-7.3,-6.8,-5.9,-6.2,-5.3,-7.2,-6.8,-6.3,-6.1,-6.6,-6.1,-6.8,-6.1,-5.6,-6.1,-6.6,-7.9,-7.1,-5.0,-7.9,-5.5,-5.9,-5.9,-6.5,-6.8,-8.1,-5.8,-6.7,-7.9,-6.9,-6.2,-7.0,-8.5,-6.0,-7.2,-6.3,-7.0,-5.6,-6.8,-7.1
[C@@H](/N=C(/Nc1ccc(cc1)C#N)\S)(C(=O)N[C@@H](C(=O)OC)Cc1ccccc1)CC(=O)O,-6.9,-6.4,-6.3,-5.9,-6.1,-6.0,-7.1,-6.5,-6.7,-6.4,-6.3,-5.7,-6.8,-6.2,-5.8,-6.2,-5.8,-7.6,-6.7,-4.8,-7.7,-5.2,-6.0,-5.9,-6.4,-6.5,-7.2,-5.6,-6.7,-7.0,-6.7,-5.8,-6.8,-7.9,-5.7,-6.7,-6.8,-6.4,-6.0,-6.4,-6.7
[C@@]1(CCc2ccccc2C1)(NC(=O)NC(C)C)C(=O)Nc1ccc(cc1)N(CC)CC,-7.7,-7.9,-6.4,-5.9,-6.6,-6.6,-7.4,-6.7,-6.7,-7.3,-7.2,-6.8,-7.7,-6.4,-6.0,-6.3,-7.1,-8.4,-8.0,-4.9,-8.6,-6.0,-6.4,-6.0,-6.8,-6.8,-7.8,-6.0,-7.4,-7.6,-7.3,-6.1,-6.8,-9.4,-6.5,-6.9,-7.8,-7.2,-6.1,-7.1,-7.6
N(C(=O)c1ccc(cc1)N(=O)=O)(CC(=O)N(C)Cc1ccccc1)CCCN(CC)CC,-7.2,-6.9,-6.1,-5.2,-5.7,-5.2,-6.5,-6.0,-5.6,-5.6,-5.8,-6.1,-5.9,-6.5,-5.8,-5.5,-5.9,-7.5,-7.0,-4.3,-7.5,-5.2,-5.2,-5.0,-5.7,-6.4,-6.5,-5.1,-6.0,-6.2,-5.8,-5.8,-6.6,-7.3,-5.0,-6.8,-6.4,-5.9,-5.4,-6.2,-6.9
c1(c(C)[nH]c(c1/C=N/c1ccc(Cl)cc1)O)C(=O)OCC,-6.7,-6.6,-6.2,-5.9,-5.9,-6.4,-6.9,-6.0,-5.2,-5.7,-5.8,-5.5,-6.2,-6.0,-5.1,-5.7,-5.8,-7.0,-6.9,-5.4,-7.3,-5.1,-5.7,-6.2,-5.9,-6.7,-6.5,-5.5,-6.0,-6.4,-6.5,-5.4,-6.2,-7.3,-5.1,-6.6,-6.0,-5.5,-6.0,-6.0,-6.5
Cc1ccc(c(c1)OCCCn1ccnc1C)C(C)C,-6.9,-6.1,-6.1,-5.1,-5.4,-5.3,-6.6,-5.4,-5.1,-4.6,-5.3,-5.4,-5.8,-6.2,-4.9,-5.8,-5.4,-6.4,-6.3,-5.1,-6.1,-4.4,-4.8,-5.9,-6.1,-5.6,-5.9,-4.4,-5.5,-6.1,-6.0,-5.4,-5.9,-7.1,-4.6,-6.2,-5.7,-5.2,-5.1,-5.9,-5.5
c1(nc2ccccc2c(=O)n1c1ccccc1C)CS/C(=N\C)/NC,-7.9,-7.4,-6.5,-5.7,-6.3,-6.1,-7.6,-7.0,-6.2,-6.2,-6.7,-6.5,-6.7,-6.6,-6.2,-6.3,-6.2,-8.4,-7.7,-6.5,-8.0,-6.1,-6.1,-5.9,-6.7,-6.8,-7.5,-6.2,-7.3,-7.5,-7.0,-6.5,-7.3,-8.3,-6.1,-6.9,-7.1,-7.0,-6.3,-7.1,-7.5
[C@H](C(=O)NCC#N)(Cc1ccccc1Br)CC(C)C,-6.8,-6.1,-5.9,-5.6,-5.2,-4.9,-6.5,-5.4,-5.3,-5.1,-4.8,-5.0,-6.0,-5.7,-4.7,-5.3,-5.3,-6.4,-6.7,-4.5,-6.5,-4.7,-4.9,-5.0,-5.6,-5.4,-6.0,-4.7,-5.5,-5.9,-6.2,-5.3,-5.4,-6.6,-4.4,-6.1,-5.7,-5.7,-5.2,-5.5,-5.6
O=C(N1[C@H]2CC[C@@H]1[C@@H](C2)Nc1nccn2c(Br)cnc12)c1cccc(F)c1c1ncccn1,-8.5,-8.3,-7.0,-6.7,-7.3,-6.2,-8.2,-7.9,-7.3,-7.6,-7.6,-7.1,-8.0,-7.8,-6.5,-6.9,-7.2,-8.5,-9.0,-6.0,-9.0,-6.2,-7.1,-6.8,-7.1,-8.0,-8.4,-6.3,-8.2,-8.6,-8.3,-7.0,-7.8,-9.3,-7.3,-6.8,-7.0,-7.5,-7.4,-8.0,-8.6
c1(nccnc1Nc1ccc(c(F)c1)Oc1ccnc2[nH]ccc12)C(=O)Nc1ccc(F)cc1F,-8.9,-9.0,-7.6,-7.0,-7.9,-7.3,-9.1,-8.2,-8.2,-8.4,-8.7,-7.9,-9.0,-7.3,-8.5,-7.5,-8.2,-9.2,-9.5,-6.2,-10.2,-8.7,-7.9,-6.7,-8.0,-9.0,-9.1,-7.9,-8.9,-9.4,-8.6,-7.5,-8.1,-10.4,-7.8,-9.0,-8.8,-8.1,-7.6,-8.2,-8.4
c1(ncc(c(n1)O)CCc1ccccc1)O,-7.0,-6.4,-6.1,-6.0,-5.9,-5.8,-6.9,-5.5,-5.8,-5.6,-5.4,-5.3,-5.9,-5.9,-5.2,-5.6,-5.5,-7.0,-6.5,-5.2,-6.5,-5.3,-5.4,-6.5,-6.2,-5.9,-6.1,-5.2,-5.7,-6.2,-6.6,-5.7,-5.9,-7.3,-4.9,-6.1,-6.0,-5.9,-5.5,-5.9,-5.9
[C@@H]1(CCCc2c1c1ccccc1n2C)c1n(C)c2c(c1)cccc2,-9.3,-8.8,-6.7,-6.3,-7.1,-6.5,-8.2,-7.8,-7.4,-7.1,-7.2,-7.4,-8.0,-7.8,-6.7,-7.7,-7.3,-9.2,-8.3,-6.5,-9.2,-6.5,-7.0,-6.2,-7.3,-8.1,-8.2,-6.9,-7.8,-8.0,-8.3,-7.4,-8.7,-9.8,-6.5,-7.4,-7.2,-7.8,-7.0,-7.8,-7.8
n1(c(=O)cc([nH]c1=O)Nc1ccc(C)c(c1)C(=O)C)CCCCOC,-7.1,-6.8,-5.8,-6.0,-6.1,-6.5,-7.5,-6.4,-5.7,-5.9,-6.4,-5.8,-6.8,-6.3,-5.5,-5.6,-5.7,-6.9,-6.8,-5.1,-7.3,-5.8,-5.7,-6.2,-6.2,-6.4,-6.9,-5.1,-5.9,-6.6,-6.5,-6.0,-6.3,-7.9,-5.7,-6.7,-6.4,-6.6,-5.8,-6.0,-6.7
C[C@@]1(CCC[C@@]2(C)[C@H]1CC[C@@]13C[C@@H](CC[C@@H]21)[C@@H](C3)C(=O)O)CO,-8.4,-7.3,-7.0,-5.9,-6.8,-6.2,-7.1,-6.8,-6.3,-6.7,-6.6,-6.4,-6.4,-6.8,-6.5,-6.4,-6.4,-8.0,-8.0,-6.0,-7.9,-5.6,-6.6,-5.0,-6.3,-7.1,-7.1,-5.6,-7.4,-7.4,-7.6,-6.3,-7.5,-8.4,-6.2,-7.0,-6.7,-6.9,-6.6,-7.4,-7.4
c1(nc2c3cccnc3c3ncccc3c2[nH]1)c1ccc(cc1)OCCCC,-8.1,-7.9,-7.1,-6.5,-6.7,-6.9,-8.3,-7.6,-6.7,-6.9,-7.6,-7.1,-8.6,-7.2,-6.3,-7.1,-7.0,-9.1,-8.3,-5.3,-8.9,-6.7,-6.5,-7.3,-7.2,-7.3,-8.1,-6.6,-7.3,-7.8,-7.5,-7.1,-7.1,-9.6,-6.5,-7.7,-7.5,-7.1,-6.5,-7.5,-7.8
[C@@](c1ccccc1)(C(C)C)(O)C#CCN1CCCCCC1,-7.5,-7.4,-5.9,-5.4,-6.0,-5.5,-7.3,-6.2,-5.5,-5.7,-5.8,-5.6,-6.7,-6.1,-5.4,-5.8,-6.4,-7.2,-7.1,-5.1,-7.7,-5.4,-5.4,-6.1,-6.6,-6.6,-6.8,-5.3,-6.2,-6.6,-6.2,-5.4,-6.6,-8.1,-5.2,-6.9,-6.5,-5.8,-5.5,-6.5,-6.4
Cc1nc(c2c(C)c(sc2n1)C(=O)Nc1ccccc1F)N1CCN(CC1)c1ccccn1,-8.5,-8.0,-6.7,-7.1,-6.2,-6.1,-7.8,-7.5,-7.4,-7.3,-7.8,-7.3,-8.1,-6.6,-6.4,-7.1,-7.5,-8.7,-9.6,-6.1,-9.7,-6.2,-7.1,-6.4,-7.1,-7.4,-8.8,-7.1,-8.5,-8.0,-8.1,-6.6,-7.5,-9.6,-7.2,-6.9,-8.3,-6.5,-7.4,-7.5,-8.2
CN1C(=O)N(C2=C(C(=O)CC2)[C@@H]1c1ccc(cc1S(=O)(=O)C)C#N)c1cc(ccn1)C(F)(F)F,-8.1,-7.2,-6.9,-7.1,-6.1,-5.3,-8.1,-6.7,-6.6,-6.9,-7.1,-6.7,-7.0,-6.1,-6.6,-6.5,-7.0,-7.4,-7.6,-5.3,-9.4,-6.1,-6.6,-6.7,-6.5,-8.1,-8.0,-6.0,-8.4,-7.7,-7.4,-6.9,-8.2,-9.2,-6.9,-6.9,-6.8,-7.1,-7.0,-7.2,-7.4
