SMILES,204_KAM,134_KAC,22_KAJ,80_KAD,154_KAN,296_KAW,92_KAM,140_KAC,260_KAF,192_KAO,220_KAH,310_KAQ,104_KAF,268_KAL,304_KAQ,342_KAI,290_KBA,322_KAK,210_KAF,34_KAS,178_KAA,56_KAS,58_KAF,72_KAI,8_KAI,200_KAR,134_KAH,212_KAL,286_KAM,182_KAD,216_KAN,284_KAJ,148_KAG,340_KAH,314_KAF,222_KAV,140_KAD,168_KAK,22_KAI,156_KAE,216_KAA
[C@@]1([S]=C[C@H](C)n2c1noc2=O)(c1ccccc1)OCC,-4.7,-5.6,-6.1,-5.1,-5.2,-7.2,-5.7,-5.1,-6.3,-7.3,-5.5,-5.7,-6.6,-6.2,-6.1,-5.0,-6.9,-5.0,-6.4,-4.9,-6.5,-6.1,-5.4,-5.8,-5.6,-4.5,-6.6,-5.5,-5.5,-6.7,-6.0,-5.2,-7.0,-5.3,-5.6,-5.3,-5.4,-5.4,-5.7,-5.8,-6.8
c1(ccc(cc1)NC1=N[C@@H]2CS(=O)(=O)C[C@H]2S1)CC(=O)NCc1ccccc1,-5.7,-8.0,-7.5,-6.7,-6.9,-9.1,-6.7,-7.8,-7.8,-9.1,-7.1,-8.1,-8.7,-7.0,-7.4,-6.9,-7.4,-6.4,-8.9,-6.8,-7.0,-7.1,-8.0,-7.8,-7.8,-7.1,-8.1,-7.9,-7.1,-8.1,-8.1,-6.3,-8.5,-6.9,-7.6,-7.3,-7.8,-7.7,-8.2,-6.8,-8.5
c1(cc(c2ccc(C)nc2c1O)S(=O)(=O)NC)S(=O)(=O)NC,-4.9,-6.5,-6.4,-5.5,-5.5,-6.7,-4.9,-6.1,-5.9,-7.2,-5.7,-6.6,-6.6,-6.0,-5.8,-5.7,-6.8,-5.2,-6.9,-5.1,-5.6,-6.3,-6.6,-6.2,-6.1,-6.1,-7.0,-5.9,-5.5,-6.3,-5.8,-5.6,-7.1,-5.8,-5.8,-5.9,-6.1,-5.7,-6.2,-6.3,-6.5
c1(ccnc2[nH]c(cc12)[C@@H]1CCCN1C)c1c(ccc(F)c1)OC,-5.2,-6.9,-7.1,-6.2,-6.0,-8.5,-6.6,-6.5,-6.7,-8.4,-5.8,-8.2,-7.7,-7.2,-6.9,-6.1,-7.4,-6.6,-7.8,-6.3,-6.5,-7.7,-7.2,-6.9,-6.6,-6.6,-7.9,-6.8,-6.4,-7.7,-7.0,-6.1,-8.4,-6.2,-6.5,-6.5,-6.2,-6.6,-6.8,-6.4,-7.4
Nc1nc2c(c(n1)c1c(Cl)cc(Cl)cc1OCCN1CC(F)(F)C1)CN(C(=O)NC1CCC1)C2,-5.4,-7.1,-7.0,-6.6,-6.8,-8.4,-6.8,-7.0,-7.6,-8.7,-6.1,-7.1,-7.5,-7.7,-6.9,-6.3,-7.6,-6.5,-8.2,-7.1,-6.5,-7.8,-6.9,-7.7,-7.6,-6.1,-7.7,-6.7,-6.7,-8.5,-7.8,-7.0,-8.5,-6.9,-7.5,-6.9,-7.1,-7.0,-7.2,-6.6,-7.7
N(Cc1ccc(cc1)C#N)CC1CCN(CC1)CCO,-4.4,-5.9,-5.7,-4.4,-5.2,-6.4,-5.2,-5.4,-5.6,-7.1,-5.1,-5.9,-6.8,-5.8,-6.0,-5.8,-6.1,-4.7,-6.5,-5.0,-6.0,-5.8,-5.9,-5.4,-5.9,-5.8,-5.6,-5.5,-5.1,-6.3,-5.9,-4.5,-6.7,-5.2,-5.6,-5.5,-5.7,-4.8,-6.0,-5.7,-6.5
N(C(=O)c1ccc(c(c1)OC)OC)CCc1ccc(c(c1)OC)OC,-5.3,-6.2,-6.0,-5.4,-5.9,-6.9,-5.9,-6.0,-6.2,-7.5,-6.1,-6.6,-7.1,-6.2,-6.4,-6.1,-6.3,-5.1,-7.0,-5.8,-6.4,-6.2,-6.5,-5.8,-6.9,-6.3,-6.6,-6.0,-5.5,-6.4,-6.4,-5.2,-6.9,-5.7,-6.1,-5.9,-5.9,-6.0,-6.9,-6.2,-7.0
C(=O)(N1CCN(CC1)c1cccc(C)c1C)c1c(nc(C)o1)c1ccccc1,-5.9,-7.7,-8.2,-7.3,-6.3,-9.4,-6.6,-7.0,-7.1,-9.3,-6.2,-8.1,-8.6,-8.7,-8.1,-6.3,-8.2,-6.3,-9.0,-7.3,-6.6,-7.7,-7.4,-7.8,-7.8,-5.2,-8.4,-7.2,-6.8,-8.3,-7.4,-6.8,-8.4,-7.1,-7.3,-7.1,-6.9,-6.6,-7.3,-6.9,-8.1
c1(ccc(cc1)C(=O)/C=C\C(=O)O)CC,-5.1,-5.6,-5.6,-4.8,-6.0,-6.4,-5.0,-5.2,-5.8,-6.6,-5.0,-5.8,-6.2,-5.3,-5.9,-5.3,-5.9,-4.7,-6.4,-5.1,-5.8,-5.6,-5.8,-5.3,-5.6,-5.8,-5.7,-5.6,-5.1,-5.9,-5.5,-4.2,-6.2,-5.0,-5.0,-5.4,-5.7,-5.2,-5.5,-5.7,-6.1
[C@H]1(CCC(=O)N1Cc1ccc(cc1)C(=O)O)Cn1c(cnc1)C(=O)OC,-5.3,-6.0,-6.1,-5.7,-5.3,-7.3,-5.4,-5.7,-6.0,-7.6,-5.3,-6.3,-7.0,-6.6,-6.6,-5.8,-6.8,-5.5,-7.3,-5.5,-5.9,-6.6,-6.5,-6.3,-6.2,-5.2,-6.6,-6.1,-5.7,-7.5,-6.7,-5.6,-7.7,-5.8,-6.3,-6.2,-6.1,-5.7,-6.5,-6.0,-7.2
O(C(=O)c1ccc2ccccc2n1)Cn1nnc2ccccc2c1=O,-5.6,-7.5,-7.5,-6.4,-6.9,-8.5,-6.6,-6.3,-7.2,-9.0,-6.7,-8.0,-8.3,-7.5,-7.4,-6.7,-8.2,-6.4,-8.9,-7.1,-7.4,-7.5,-7.6,-7.5,-7.0,-7.4,-7.5,-7.3,-6.8,-7.8,-7.8,-6.2,-7.9,-7.2,-6.7,-7.0,-7.2,-6.9,-7.9,-7.0,-8.2
CC1(C)Oc2cc(cc(c2[C@H]2C[C@H](CC[C@@H]12)O)O)C(=O)c1ccncc1,-5.5,-7.1,-7.6,-6.8,-6.3,-8.6,-6.8,-7.5,-8.0,-8.8,-7.0,-7.5,-8.4,-7.8,-7.4,-6.7,-8.1,-6.7,-9.3,-7.0,-7.2,-7.7,-8.0,-7.7,-7.7,-8.2,-8.8,-7.3,-6.6,-8.0,-7.6,-6.7,-8.9,-6.9,-7.5,-7.4,-6.5,-7.1,-7.6,-7.2,-8.5
Cc1c(n(c(=O)[nH]c1=O)COCC1CC1)C(=O)c1cccc2ccccc12,-5.7,-6.9,-6.4,-6.3,-6.1,-8.7,-6.5,-6.3,-6.2,-8.4,-5.8,-7.0,-7.4,-7.7,-6.9,-5.8,-8.0,-6.3,-7.7,-5.9,-6.2,-7.0,-6.9,-6.9,-6.0,-5.9,-8.0,-5.8,-6.2,-7.5,-6.4,-5.9,-8.4,-6.5,-6.3,-6.9,-6.5,-6.0,-6.8,-6.5,-7.5
c1(ccc(cc1)S(=O)(=O)N1CCOC=C1)NC(=O)/C=C/c1ccco1,-4.8,-6.7,-6.6,-6.0,-6.0,-7.8,-6.1,-6.1,-6.2,-8.0,-5.4,-7.0,-6.8,-6.6,-6.5,-6.3,-6.4,-5.7,-7.6,-5.7,-6.1,-6.8,-6.6,-6.3,-7.2,-5.7,-7.4,-6.3,-6.1,-7.0,-6.5,-5.6,-7.2,-6.2,-6.4,-6.1,-5.8,-6.2,-6.4,-6.3,-7.6
C1(=C(Cl)c2cc(c(cc2C1=O)OC)OC)c1ccc(c(c1)OC)OC,-5.2,-6.0,-6.3,-5.0,-5.6,-6.9,-5.9,-5.3,-5.9,-7.9,-5.8,-6.1,-6.9,-6.2,-6.5,-5.3,-6.8,-5.4,-7.4,-5.8,-6.0,-6.1,-6.4,-6.5,-6.1,-6.8,-6.8,-6.1,-5.7,-6.5,-6.4,-5.5,-7.2,-6.2,-6.3,-6.0,-5.4,-6.1,-6.7,-6.4,-6.9
c1(cc(cc(c1)Oc1ccc(cc1)N(=O)=O)Oc1ccc(cc1)N(=O)=O)C(=O)O,-5.4,-7.2,-7.2,-6.2,-7.3,-8.7,-7.1,-7.1,-6.9,-8.6,-6.7,-8.0,-8.2,-7.1,-7.2,-6.3,-7.4,-6.4,-8.4,-6.5,-7.3,-7.2,-7.3,-7.3,-7.4,-6.8,-7.7,-6.7,-6.5,-7.5,-7.2,-6.3,-7.8,-6.7,-6.9,-7.1,-6.4,-6.8,-7.9,-6.8,-7.8
O=c1oc(Nc2cccc(I)c2)nc2ccccc12,-5.9,-6.6,-6.9,-5.9,-6.3,-8.2,-6.1,-5.9,-6.9,-8.8,-6.6,-7.7,-7.9,-6.8,-6.7,-6.6,-6.9,-5.8,-8.0,-6.0,-6.7,-6.6,-6.9,-6.8,-7.4,-7.0,-7.8,-7.1,-6.1,-7.8,-6.7,-5.7,-8.2,-6.1,-6.3,-6.9,-5.9,-6.3,-7.4,-6.7,-7.7
C(=C\c1cccc(c1)N(=O)=O)(/c1[nH]nc(C)n1)\C#N,-4.9,-5.8,-6.0,-5.0,-5.9,-6.6,-5.4,-5.5,-5.7,-7.4,-5.5,-6.7,-6.8,-5.8,-6.0,-5.9,-6.2,-5.1,-7.1,-5.3,-6.0,-6.1,-5.9,-5.5,-6.1,-6.0,-6.4,-6.2,-5.3,-6.6,-5.9,-4.9,-6.5,-5.5,-5.8,-5.7,-5.4,-5.4,-6.3,-5.9,-6.3
[C@H]1(O[C@@H]([C@H]([C@@H]1O)O)n1nnc2cc(Cl)c(Cl)cc12)CO,-5.1,-6.2,-6.6,-5.5,-6.5,-6.9,-5.7,-6.4,-6.2,-7.3,-5.8,-7.0,-6.6,-6.0,-5.9,-6.3,-6.9,-6.0,-6.8,-6.0,-5.7,-6.5,-6.9,-6.2,-6.2,-6.5,-6.7,-5.9,-5.6,-6.7,-5.7,-5.6,-7.2,-5.6,-6.1,-5.8,-6.3,-5.9,-6.3,-6.6,-7.2
CC1(C)CC(=O)C2=C(C1)NC1=C(CC3=C(C1)OCO3)[C@H]2c1cccc(Cl)c1,-5.9,-7.4,-8.2,-7.3,-6.8,-9.3,-7.8,-7.6,-7.4,-10.0,-6.4,-7.5,-8.2,-8.3,-8.9,-6.7,-9.0,-6.9,-9.7,-7.2,-7.4,-7.3,-7.8,-8.3,-7.7,-5.9,-8.5,-7.3,-7.6,-8.1,-7.6,-7.6,-9.2,-7.4,-8.1,-7.5,-6.8,-7.1,-7.7,-7.7,-9.1
[C@H]1(CCCN(C1)Cc1cccc2cnccc12)C(=O)c1ccc(Cl)cc1,-5.7,-7.2,-7.5,-6.3,-5.5,-9.1,-6.9,-6.6,-6.9,-9.2,-6.1,-8.0,-7.9,-8.2,-7.7,-7.0,-7.8,-6.2,-8.6,-6.9,-6.6,-7.6,-7.6,-7.7,-6.6,-6.6,-7.7,-7.0,-7.1,-7.6,-7.4,-6.2,-8.4,-6.9,-7.4,-6.9,-6.0,-6.1,-7.4,-7.2,-9.1
c1(ccc2cc(ncc2c1)NC(=O)N[C@@H]1[C@@H]2O[C@H]12)c1c(C)ccc(F)c1,-5.7,-7.3,-7.7,-7.2,-6.6,-9.0,-7.0,-6.9,-7.1,-9.6,-6.3,-8.5,-9.4,-8.0,-8.1,-7.4,-7.7,-6.7,-9.7,-6.9,-7.5,-7.5,-8.0,-7.8,-7.4,-7.7,-8.0,-7.5,-7.3,-7.9,-8.0,-6.6,-8.6,-6.9,-7.3,-7.6,-7.0,-7.0,-7.8,-7.1,-8.9
n1(c(cc2c1CCC2)c1ccccc1)CCCOC,-4.7,-5.9,-5.6,-4.7,-5.3,-6.9,-5.5,-5.1,-5.6,-7.1,-5.2,-6.3,-6.5,-6.0,-5.9,-4.8,-6.0,-4.7,-6.8,-5.3,-5.6,-6.1,-5.7,-5.8,-5.2,-6.3,-6.2,-5.3,-5.8,-6.5,-6.0,-4.6,-6.4,-5.5,-5.3,-5.7,-5.1,-4.7,-6.0,-5.8,-6.8
[C@@H]1(CN(CCO1)Cc1nc(no1)c1ccco1)Cn1c(cc(C)n1)C,-5.1,-6.4,-6.8,-5.7,-5.9,-7.6,-6.1,-6.4,-6.2,-7.9,-5.9,-7.6,-7.2,-6.5,-6.4,-6.2,-6.9,-6.0,-7.7,-6.2,-6.4,-6.7,-6.8,-6.4,-7.1,-5.8,-6.5,-6.4,-5.8,-7.1,-6.6,-5.6,-7.2,-6.2,-6.5,-6.2,-6.4,-6.0,-6.7,-6.3,-7.1
c1(c(cc2oc(cc(=O)c2c1OC)c1ccc(c(c1)OC(=O)C)OC(=O)C)OC)OCCCC,-4.8,-6.2,-6.6,-5.2,-5.5,-7.8,-6.0,-6.0,-6.5,-8.2,-6.0,-6.8,-6.9,-6.2,-6.6,-6.1,-6.6,-5.8,-7.4,-6.0,-7.0,-6.3,-6.8,-6.7,-6.2,-6.1,-6.8,-5.5,-5.9,-6.9,-6.8,-5.6,-7.0,-6.4,-6.4,-6.2,-5.3,-5.8,-7.1,-6.4,-7.5
C(c1csc(n1)c1cccnc1)Sc1ccc(cc1)N,-5.1,-6.3,-6.0,-5.3,-6.2,-7.2,-5.5,-5.6,-5.7,-7.4,-5.5,-6.5,-7.0,-6.4,-6.2,-6.1,-6.5,-5.1,-7.2,-5.7,-6.0,-6.3,-6.4,-5.8,-6.8,-5.8,-6.9,-6.2,-5.7,-6.7,-6.4,-5.0,-7.0,-5.9,-6.1,-5.9,-5.6,-5.8,-6.5,-6.2,-6.6
N1(CCN(c2n[nH]c(N)n2)CC1)Cc1ccc(cc1)N(C)C,-5.1,-7.0,-7.1,-6.0,-6.0,-7.9,-5.9,-6.3,-6.6,-7.5,-6.1,-7.3,-7.7,-6.6,-7.2,-6.0,-7.1,-5.6,-7.8,-6.2,-6.1,-6.5,-7.0,-6.5,-6.1,-5.8,-6.8,-7.1,-6.1,-7.7,-6.4,-6.1,-7.7,-6.3,-6.8,-6.0,-6.0,-5.9,-6.5,-6.6,-7.5
c1(ccc2c3c1O[C@@H]1[C@H](CC[C@@]4([C@H](C2)N(CC[C@@]314)CC1CC1)O)O)O,-5.4,-6.0,-8.0,-6.3,-6.4,-8.4,-6.5,-6.4,-6.8,-7.9,-5.9,-6.3,-7.9,-7.3,-7.1,-6.5,-7.4,-6.1,-8.3,-6.3,-6.8,-7.1,-6.4,-6.9,-7.1,-5.0,-7.4,-6.1,-6.5,-7.9,-6.7,-6.6,-8.1,-6.7,-7.0,-6.6,-6.3,-7.0,-6.5,-6.7,-9.1
c1(c(n(c2ccc(cc12)O)c1ccccc1)CN1CCOCC1)C(=O)OCC,-5.4,-6.0,-7.2,-5.8,-5.8,-8.1,-6.3,-6.1,-6.4,-7.3,-5.9,-5.8,-6.8,-6.7,-6.8,-5.5,-7.7,-5.5,-7.3,-5.7,-6.1,-7.2,-6.6,-7.2,-6.4,-5.5,-6.9,-5.6,-6.1,-7.5,-6.8,-5.7,-7.7,-6.3,-6.1,-6.2,-6.1,-5.8,-6.5,-6.4,-7.7
N1(CCN(CC1)c1cccc(c1)C(F)(F)F)CCCN1C(=O)[C@H]2CCCN2C1=O,-5.6,-7.0,-7.6,-5.9,-6.1,-7.9,-6.9,-7.3,-7.0,-8.6,-6.5,-7.7,-8.4,-7.5,-7.4,-6.7,-7.2,-5.9,-8.5,-7.0,-7.6,-7.1,-7.4,-7.3,-7.4,-6.9,-7.6,-6.7,-7.0,-7.8,-7.5,-5.6,-8.2,-6.4,-7.0,-6.8,-6.5,-6.0,-7.5,-6.5,-7.7
S(=O)(=O)(CC[C@H](N)C(=O)O)CCNC(=N)C,-4.2,-5.4,-5.1,-4.3,-4.8,-5.3,-4.5,-4.4,-4.3,-5.2,-4.7,-6.1,-4.6,-4.3,-4.9,-4.7,-4.8,-4.9,-5.3,-4.9,-4.7,-5.3,-4.6,-4.4,-5.3,-5.6,-4.5,-4.9,-4.3,-5.4,-4.8,-4.1,-5.2,-4.3,-4.6,-4.6,-4.4,-5.4,-5.1,-5.2,-5.3
N(C(=O)CSc1ccccc1)CCCOCC,-4.3,-4.7,-4.5,-4.6,-5.0,-5.5,-4.7,-4.6,-4.9,-5.8,-4.6,-5.4,-5.3,-4.6,-4.7,-4.6,-5.1,-4.7,-5.6,-4.2,-5.4,-4.9,-4.8,-4.4,-5.5,-5.0,-5.1,-4.9,-4.1,-5.1,-4.9,-4.0,-5.4,-4.6,-4.9,-4.7,-5.0,-4.8,-5.1,-5.1,-5.3
N(C(=O)N1CCCN(C(=O)c2cccc(c2)Cc2nnc(c3ccccc23)O)CC1)c1ccc(cc1)OC,-6.4,-8.3,-8.6,-7.6,-7.0,-10.2,-8.2,-8.5,-8.3,-9.7,-7.8,-8.5,-10.1,-9.1,-8.8,-7.0,-8.7,-7.6,-10.8,-8.5,-8.1,-8.2,-9.9,-9.2,-8.7,-7.4,-9.7,-8.4,-8.7,-9.1,-9.3,-8.1,-9.3,-8.0,-9.0,-8.1,-7.3,-8.1,-9.5,-7.7,-9.8
C(C(=O)n1c2ccccc2c2ccccc12)CCCN1CCN(CC1)Cc1ccccc1,-5.9,-7.6,-8.0,-5.6,-5.6,-8.2,-7.9,-7.6,-7.3,-8.9,-5.2,-8.1,-8.7,-8.1,-7.1,-6.8,-8.2,-7.3,-8.7,-7.3,-7.6,-7.7,-8.4,-7.8,-8.0,-6.5,-8.5,-6.7,-6.0,-7.5,-6.7,-6.1,-9.0,-7.5,-6.6,-7.3,-6.6,-6.2,-8.2,-6.6,-8.3
Cc1cc(n2nccc2n1)N[C@@H]1CCC(=O)N(C)C1,-4.9,-5.8,-6.5,-5.2,-5.4,-6.8,-5.7,-5.4,-5.9,-7.4,-5.4,-6.8,-6.7,-5.8,-6.0,-5.5,-6.5,-5.0,-7.0,-5.3,-5.9,-6.3,-6.5,-5.9,-6.2,-6.5,-6.7,-6.0,-5.3,-6.8,-5.9,-5.4,-7.2,-5.6,-5.9,-6.0,-5.7,-5.7,-5.9,-6.3,-6.6
[C@H]1(O[C@H]([C@H]([C@H]([C@@H]1O)O)O)CO)NNC(=O)c1cccnc1,-5.0,-6.6,-6.7,-5.5,-5.5,-6.8,-5.2,-6.3,-5.9,-7.3,-6.3,-7.6,-6.8,-5.9,-5.8,-6.2,-6.6,-5.8,-7.1,-6.6,-5.3,-6.6,-6.2,-6.4,-6.6,-7.3,-6.6,-6.1,-5.6,-7.0,-5.9,-5.8,-7.1,-5.4,-6.7,-6.0,-6.2,-6.1,-6.9,-6.7,-6.7
N(C(=O)Cn1cc2c(n1)CC[C@H](C)C2)c1ccc(cc1)C(=O)OCC,-5.1,-6.7,-6.7,-5.8,-6.6,-7.8,-5.9,-6.3,-6.6,-8.0,-6.7,-7.3,-7.4,-6.8,-6.7,-6.2,-6.7,-5.7,-7.8,-6.9,-6.3,-6.5,-6.5,-6.3,-7.0,-6.3,-7.0,-6.5,-6.0,-6.6,-7.0,-5.9,-7.3,-6.1,-6.6,-6.4,-6.2,-6.1,-6.9,-6.2,-7.5
c1(ccc2c(c1)[C@@H](NCC2)[C@@H](C)c1ccc(Cl)cc1)OCCNS(=O)(=O)CCC,-5.0,-7.1,-6.8,-5.2,-5.9,-8.1,-5.9,-6.8,-6.8,-8.5,-6.1,-6.8,-6.6,-6.2,-6.5,-6.1,-7.0,-6.1,-8.0,-6.4,-6.4,-6.8,-7.3,-6.6,-7.2,-6.7,-7.1,-6.9,-5.9,-6.7,-6.1,-5.8,-7.5,-6.5,-6.5,-7.2,-6.5,-5.9,-7.0,-6.2,-7.3
Cc1cc2nc3c(nc2cc1C)[C@@]1(CC[C@@]3(C)C1(C)C)C(=O)O,-6.0,-6.8,-8.2,-5.8,-6.2,-8.5,-6.4,-6.8,-7.3,-8.1,-6.6,-6.6,-8.0,-6.8,-7.7,-6.2,-7.7,-6.0,-8.7,-6.4,-7.0,-7.8,-7.1,-7.7,-7.0,-6.1,-7.6,-6.3,-6.5,-7.7,-6.9,-6.5,-9.3,-6.5,-6.8,-6.7,-5.9,-6.8,-6.9,-7.4,-8.1
CC(=O)N1[C@@H]([C@@H]([C@@H]2Cn3c(ccc(c3=O)c3cccnc3)[C@H]12)CO)C(=O)NCc1ccccc1Cl,-6.0,-7.5,-8.6,-7.1,-7.6,-9.2,-7.7,-7.5,-7.6,-9.7,-6.4,-8.0,-8.3,-8.5,-8.1,-6.4,-8.6,-6.5,-8.8,-6.9,-7.5,-7.0,-7.0,-8.1,-7.8,-6.6,-8.1,-6.6,-7.4,-8.3,-7.8,-6.7,-8.6,-7.0,-7.6,-7.7,-7.0,-8.0,-7.5,-7.0,-8.7
N1(CCc2cccc(c12)NCc1ccccc1)S(=O)(=O)c1ccc(cc1)OC,-5.4,-6.8,-7.5,-6.0,-5.6,-8.7,-6.2,-5.4,-6.3,-8.7,-5.8,-7.4,-6.7,-7.0,-6.7,-6.6,-7.9,-6.5,-8.7,-5.4,-6.3,-7.5,-6.9,-7.0,-6.4,-6.2,-7.6,-7.1,-5.7,-7.3,-6.2,-5.8,-8.9,-6.9,-6.2,-6.6,-6.6,-6.4,-7.9,-7.9,-8.1
[C@]1(OC(=O)N(C1=O)[C@H](C)c1ccccc1)(C(=O)N[C@@H](C)c1cccc(Cl)c1)Cc1ccccc1,-5.5,-7.6,-8.0,-7.2,-6.4,-9.9,-7.1,-6.9,-7.8,-9.7,-6.0,-7.9,-8.5,-9.6,-8.1,-6.8,-8.5,-6.9,-9.5,-7.1,-6.9,-7.7,-7.4,-7.9,-7.9,-5.5,-9.0,-6.8,-7.4,-8.6,-7.8,-7.1,-9.2,-7.2,-7.0,-6.9,-6.9,-7.0,-7.7,-8.1,-8.6
Cc1cc(c(C)n1c1ccc2c(c1)OCO2)C=C1C(=O)NC(=O)NC1=O,-5.4,-6.8,-7.5,-6.7,-6.2,-9.0,-6.8,-6.9,-7.5,-8.7,-6.5,-8.0,-7.9,-7.6,-7.5,-6.5,-7.8,-6.1,-8.9,-6.9,-6.9,-7.5,-7.5,-7.6,-7.4,-5.4,-8.1,-7.1,-6.7,-7.7,-7.4,-7.0,-8.2,-7.2,-7.8,-7.2,-7.1,-7.4,-8.5,-7.3,-8.1
c1(cc2cc(ccc2[nH]c1=O)NC(=O)N)Nc1cccc(c1)NC(=O)C,-6.4,-7.9,-7.9,-6.7,-7.3,-9.0,-6.9,-7.8,-7.8,-9.0,-7.3,-8.9,-9.1,-7.8,-8.6,-7.5,-7.7,-6.7,-8.8,-7.3,-7.3,-8.1,-8.2,-7.6,-7.6,-7.5,-8.4,-7.8,-7.0,-9.4,-8.3,-7.0,-8.5,-7.3,-7.7,-7.2,-7.7,-7.3,-8.3,-7.6,-8.7
c1(nnc2sc(nn12)c1ccco1)c1cccc(c1)OCC,-5.7,-6.8,-6.8,-5.7,-5.7,-7.7,-5.9,-6.2,-6.4,-7.9,-5.7,-6.8,-7.2,-6.6,-6.5,-5.7,-6.7,-5.9,-7.7,-6.1,-6.2,-6.5,-6.7,-6.6,-6.6,-6.6,-7.0,-6.5,-5.8,-7.0,-6.8,-5.4,-7.6,-6.1,-6.1,-6.3,-6.2,-5.9,-7.0,-5.9,-6.9
c1(ccnc(Nc2cccc(c2)N(=O)=O)n1)c1nn(c2c1cccc2)CC,-5.4,-7.3,-7.4,-6.7,-6.4,-8.9,-7.2,-7.1,-7.0,-9.1,-6.9,-7.7,-7.7,-7.5,-7.5,-7.2,-7.8,-6.5,-8.7,-7.0,-7.6,-7.6,-7.6,-7.7,-8.2,-7.4,-8.8,-7.4,-6.6,-8.2,-7.7,-6.7,-7.8,-7.1,-7.2,-6.9,-7.5,-6.9,-8.2,-6.6,-8.2
N(c1nc2cc(ccc2c2cnccc12)C(=O)O)c1cccc(C)c1,-6.3,-7.9,-8.2,-6.9,-7.2,-9.9,-7.3,-8.1,-8.2,-9.4,-7.2,-8.5,-9.1,-8.0,-7.9,-6.7,-8.5,-7.1,-9.2,-7.1,-7.0,-7.9,-8.4,-8.0,-7.9,-7.2,-8.8,-7.3,-7.3,-8.5,-8.0,-7.0,-9.0,-7.7,-7.2,-7.5,-8.2,-7.2,-8.7,-7.7,-8.6
c1(cccc(c1)COc1cc(Cl)ccc1Cl)C(=O)NCc1ccccc1,-5.9,-7.5,-7.2,-6.4,-6.9,-8.7,-7.3,-6.8,-7.4,-9.2,-6.9,-8.1,-8.4,-7.9,-7.3,-7.2,-8.1,-6.9,-8.8,-6.8,-7.4,-7.5,-7.7,-7.1,-8.6,-7.1,-8.1,-7.2,-6.6,-8.2,-7.8,-5.9,-8.1,-7.2,-7.1,-7.4,-7.2,-7.2,-7.9,-7.3,-8.1
C(=O)(N1CCC[C@@H]1Cn1cccn1)Cc1c(C)noc1Cl,-4.7,-5.7,-6.1,-5.3,-5.4,-7.3,-5.4,-5.6,-5.4,-7.0,-4.8,-6.3,-6.2,-6.3,-5.6,-5.2,-6.1,-4.9,-7.0,-5.1,-5.8,-6.2,-6.2,-5.7,-5.4,-5.5,-6.3,-5.5,-5.0,-6.4,-5.7,-5.0,-7.0,-5.3,-5.7,-5.4,-4.9,-5.2,-5.4,-5.7,-6.3
c1(cc2c(c(Cl)n(c2cc1C)Cc1ccc(Cl)cc1)/C=C/1\C(=O)Nc2cccc(Cl)c12)OC,-6.3,-7.3,-8.8,-7.6,-7.4,-9.5,-7.8,-8.0,-8.3,-9.7,-7.0,-7.9,-8.8,-8.9,-8.8,-6.4,-8.9,-7.0,-9.3,-7.7,-7.4,-8.0,-8.3,-8.7,-8.0,-6.3,-8.8,-7.1,-8.0,-8.6,-8.2,-7.5,-9.5,-7.5,-8.5,-8.1,-7.0,-7.6,-8.4,-7.9,-9.7
[C@](c1ccccc1)(c1ccccc1)(c1ccccc1)NC(=S)N/N=C(/c1ccccn1)\CC,-5.3,-7.1,-7.1,-6.5,-6.1,-8.8,-7.1,-6.2,-6.7,-9.7,-6.8,-6.0,-7.4,-8.2,-7.2,-5.8,-6.9,-5.6,-8.1,-6.1,-7.3,-7.3,-6.5,-7.7,-6.8,-6.3,-7.5,-6.3,-6.8,-8.3,-8.3,-6.2,-8.3,-6.7,-6.9,-6.8,-6.9,-6.3,-7.4,-7.0,-8.4
C(c1ccc(cc1)n1cncn1)Oc1ccc(cc1)n1cncn1,-4.9,-6.8,-6.3,-5.6,-5.6,-7.4,-6.2,-6.2,-6.3,-7.9,-5.9,-6.9,-7.8,-6.9,-6.9,-6.7,-7.0,-5.7,-7.8,-6.0,-5.8,-6.6,-6.9,-6.4,-6.7,-6.2,-6.9,-6.4,-6.1,-6.9,-6.9,-5.5,-7.5,-6.3,-6.7,-6.3,-6.2,-6.4,-7.3,-6.4,-7.4
[C@@H]1([C@@H]([C@@H]([C@H](O[P@@]1(=O)c1ccccc1)COCc1ccccc1)OCc1ccccc1)OCc1ccccc1)OC(=O)C(F)(F)F,-4.9,-5.9,-7.2,-6.4,-5.8,-8.2,-6.8,-6.4,-6.4,-8.4,-6.0,-6.8,-7.2,-8.1,-6.7,-4.8,-7.3,-6.2,-7.7,-6.8,-6.7,-7.7,-5.7,-7.7,-6.5,-6.3,-8.6,-5.3,-6.8,-7.8,-7.3,-6.7,-7.1,-6.8,-6.4,-6.5,-6.4,-6.7,-6.3,-6.4,-7.5
